location_id,global_region,country,location_label,lower_age,upper_age,sample_size,num_positive
49,Latin America,Colombia,Cucuta,41,60,437,137
49,Latin America,Colombia,Cucuta,61,100,242,67
50,Latin America,Colombia,Villavicencio,0,100,1470,440
50,Latin America,Colombia,Villavicencio,5,10,103,22
50,Latin America,Colombia,Villavicencio,11,18,194,70
50,Latin America,Colombia,Villavicencio,19,40,537,182
50,Latin America,Colombia,Villavicencio,41,60,412,114
50,Latin America,Colombia,Villavicencio,61,100,224,52
51,Latin America,Colombia,Bogota,0,100,4515,1186
51,Latin America,Colombia,Bogota,5,10,226,69
51,Latin America,Colombia,Bogota,11,18,491,130
51,Latin America,Colombia,Bogota,19,40,1738,500
51,Latin America,Colombia,Bogota,41,60,1279,341
51,Latin America,Colombia,Bogota,61,100,683,115
52,Latin America,Colombia,Cali,0,100,1983,524
52,Latin America,Colombia,Cali,5,10,122,35
52,Latin America,Colombia,Cali,11,18,222,64
52,Latin America,Colombia,Cali,19,40,685,193
52,Latin America,Colombia,Cali,41,60,577,159
52,Latin America,Colombia,Cali,61,100,377,73
54,Latin America,Colombia,Ipiales,0,100,1465,445
54,Latin America,Colombia,Ipiales,5,10,77,25
54,Latin America,Colombia,Ipiales,11,18,174,57
54,Latin America,Colombia,Ipiales,19,40,556,180
54,Latin America,Colombia,Ipiales,41,60,441,135
54,Latin America,Colombia,Ipiales,61,100,213,47
55,Latin America,Dominican Republic,10 Provinces,0,100,12897,704
58,Latin America,Ecuador,Cuenca,0,100,2457,325
58,Latin America,Ecuador,Cuenca,0,19,402,45
58,Latin America,Ecuador,Cuenca,20,34,675,79
58,Latin America,Ecuador,Cuenca,35,49,624,100
58,Latin America,Ecuador,Cuenca,50,64,461,63
58,Latin America,Ecuador,Cuenca,65,100,295,38
59,Latin America,Peru,Cusco Province,0,100,1516,554
60,Latin America,Peru,Lambayeque,0,100,2010,595
60,Latin America,Peru,Lambayeque,9,20,220,59
60,Latin America,Peru,Lambayeque,21,30,329,102
60,Latin America,Peru,Lambayeque,31,40,394,139
60,Latin America,Peru,Lambayeque,41,50,353,109
60,Latin America,Peru,Lambayeque,51,60,315,94
60,Latin America,Peru,Lambayeque,61,70,215,54
60,Latin America,Peru,Lambayeque,71,80,129,26
60,Latin America,Peru,Lambayeque,81,100,55,12
63,Latin America,Peru,Lima (Metropolitana) + Callao,0,100,3212,692
63,Latin America,Peru,Lima (Metropolitana) + Callao,0,11,459,102
63,Latin America,Peru,Lima (Metropolitana) + Callao,12,17,259,60
63,Latin America,Peru,Lima (Metropolitana) + Callao,18,29,570,133
63,Latin America,Peru,Lima (Metropolitana) + Callao,30,59,1303,283
63,Latin America,Peru,Lima (Metropolitana) + Callao,60,100,621,114
64,Latin America,Peru,"Iquitos, Loreto",0,100,802,528
64,Latin America,Peru,"Iquitos, Loreto",0,11,201,141
64,Latin America,Peru,"Iquitos, Loreto",12,17,97,70
64,Latin America,Peru,"Iquitos, Loreto",18,29,167,90
64,Latin America,Peru,"Iquitos, Loreto",30,59,282,186
64,Latin America,Peru,"Iquitos, Loreto",60,100,55,41
73,Latin America,Brazil,Sao Paulo,0,100,1129,295
73,Latin America,Brazil,Sao Paulo,18,34,369,91
73,Latin America,Brazil,Sao Paulo,35,44,253,76
73,Latin America,Brazil,Sao Paulo,45,59,278,72
73,Latin America,Brazil,Sao Paulo,60,100,228,56
74,Latin America,Brazil,Foz do Iguacu,0,100,1502,203
77,South Asia,India,Kashmir: Srinagar district,0,100,2418,984
77,South Asia,India,Kashmir: Srinagar district,0,30,731,291
77,South Asia,India,Kashmir: Srinagar district,31,50,1047,413
77,South Asia,India,Kashmir: Srinagar district,51,70,573,245
77,South Asia,India,Kashmir: Srinagar district,71,100,67,35
78,South Asia,Nepal,National Study,0,100,3040,444
78,South Asia,Nepal,National Study,0,4,110,10
78,South Asia,Nepal,National Study,5,14,345,29
78,South Asia,Nepal,National Study,15,24,547,78
78,South Asia,Nepal,National Study,25,34,463,64
78,South Asia,Nepal,National Study,35,44,487,95
78,South Asia,Nepal,National Study,45,54,428,68
78,South Asia,Nepal,National Study,55,64,350,60
78,South Asia,Nepal,National Study,65,74,208,34
78,South Asia,Nepal,National Study,75,84,77,5
78,South Asia,Nepal,National Study,85,100,25,1
80,Africa,Ethiopia,Addis Ababa,0,100,956,31
81,Middle East,Iran,National Study,0,100,11256,1303
81,Middle East,Iran,National Study,6,17,2302,237
81,Middle East,Iran,National Study,18,39,4496,463
81,Middle East,Iran,National Study,40,59,3100,403
81,Middle East,Iran,National Study,60,100,1358,200
82,Latin America,Mexico,National Study,0,100,9464,2206
82,Latin America,Mexico,National Study,0,19,3309,697
82,Latin America,Mexico,National Study,20,39,2241,776
82,Latin America,Mexico,National Study,40,59,2132,552
82,Latin America,Mexico,National Study,60,100,1036,181
83,South Asia,India,Odisha: Bhubaneswar,0,100,951,15
83,South Asia,India,Odisha: Bhubaneswar,18,29,186,3
83,South Asia,India,Odisha: Bhubaneswar,30,39,179,1
83,South Asia,India,Odisha: Bhubaneswar,40,49,230,3
83,South Asia,India,Odisha: Bhubaneswar,50,59,177,5
83,South Asia,India,Odisha: Bhubaneswar,60,100,179,3
84,South Asia,India,Odisha: Berhampur,0,100,1375,427
84,South Asia,India,Odisha: Berhampur,0,19,31,8
84,South Asia,India,Odisha: Berhampur,20,29,146,49
84,South Asia,India,Odisha: Berhampur,30,39,251,90
84,South Asia,India,Odisha: Berhampur,40,49,364,114
84,South Asia,India,Odisha: Berhampur,50,59,271,77
84,South Asia,India,Odisha: Berhampur,60,100,312,89
87,Africa,South Africa,Gauteng,0,100,6332,1232
87,Africa,South Africa,Gauteng,0,4,311,56
87,Africa,South Africa,Gauteng,5,18,867,149
87,Africa,South Africa,Gauteng,19,45,2754,526
87,Africa,South Africa,Gauteng,46,60,968,202
87,Africa,South Africa,Gauteng,61,100,647,125
88,South Asia,India,Odisha: Rourkela,0,100,1452,346
88,South Asia,India,Odisha: Rourkela,0,19,39,8
88,South Asia,India,Odisha: Rourkela,20,29,217,50
88,South Asia,India,Odisha: Rourkela,30,39,344,82
88,South Asia,India,Odisha: Rourkela,40,49,351,80
88,South Asia,India,Odisha: Rourkela,50,59,287,65
88,South Asia,India,Odisha: Rourkela,60,100,214,61
90,Africa,South Africa,Mitchells Plain,0,100,325,149
92,East Asia,Laos,5 provinces,0,100,2433,131
92,East Asia,Laos,5 provinces,0,18,233,9
92,East Asia,Laos,5 provinces,19,40,849,31
92,East Asia,Laos,5 provinces,41,60,1000,60
92,East Asia,Laos,5 provinces,61,100,351,31
94,Europe,Albania,"Tirana (city, not county)",0,100,815,393
96,Africa,Cameroon,Cite Verte,0,100,971,302
96,Africa,Cameroon,Cite Verte,5,14,241,69
96,Africa,Cameroon,Cite Verte,15,29,325,98
96,Africa,Cameroon,Cite Verte,30,44,212,69
96,Africa,Cameroon,Cite Verte,45,64,153,51
96,Africa,Cameroon,Cite Verte,65,100,40,15
97,Africa,Ethiopia,"Jimma town, Seka, Manna",0,100,900,5
98,Africa,Ethiopia,Diredawa,0,100,684,22
98,Africa,Ethiopia,Diredawa,15,24,180,9
98,Africa,Ethiopia,Diredawa,25,34,182,4
98,Africa,Ethiopia,Diredawa,35,44,131,5
98,Africa,Ethiopia,Diredawa,45,100,191,4
100,Africa,South Africa,Jouberton,0,100,505,72
100,Africa,South Africa,Jouberton,0,4,45,2
100,Africa,South Africa,Jouberton,5,12,116,11
100,Africa,South Africa,Jouberton,13,18,75,14
100,Africa,South Africa,Jouberton,19,34,102,10
100,Africa,South Africa,Jouberton,35,59,110,33
100,Africa,South Africa,Jouberton,60,100,57,3
101,Africa,South Sudan,Juba,0,100,1840,411
101,Africa,South Sudan,Juba,1,4,68,20
101,Africa,South Sudan,Juba,5,9,224,52
101,Africa,South Sudan,Juba,10,19,448,124
101,Africa,South Sudan,Juba,20,29,459,89
101,Africa,South Sudan,Juba,30,39,307,52
101,Africa,South Sudan,Juba,40,49,139,26
101,Africa,South Sudan,Juba,50,64,120,31
101,Africa,South Sudan,Juba,65,84,75,17
102,Africa,Zambia,Ndola + 5 other districts,0,100,2614,80
105,Middle East,Iraq,"Iraq: Duhok (city, not governorate)",0,100,743,465
107,Middle East,United Arab Emirates,"Abu Dhabi, Al Ain, Al Dhafra",0,100,8831,821
107,Middle East,United Arab Emirates,"Abu Dhabi, Al Ain, Al Dhafra",0,4,193,8
107,Middle East,United Arab Emirates,"Abu Dhabi, Al Ain, Al Dhafra",5,9,1142,24
107,Middle East,United Arab Emirates,"Abu Dhabi, Al Ain, Al Dhafra",10,19,975,37
107,Middle East,United Arab Emirates,"Abu Dhabi, Al Ain, Al Dhafra",20,29,2227,243
107,Middle East,United Arab Emirates,"Abu Dhabi, Al Ain, Al Dhafra",30,39,2393,287
107,Middle East,United Arab Emirates,"Abu Dhabi, Al Ain, Al Dhafra",40,49,1258,122
107,Middle East,United Arab Emirates,"Abu Dhabi, Al Ain, Al Dhafra",50,59,454,39
107,Middle East,United Arab Emirates,"Abu Dhabi, Al Ain, Al Dhafra",60,100,191,8
108,South Asia,India,"Jabalpur (city, not district)",0,100,9279,2695
108,South Asia,India,"Jabalpur (city, not district)",0,18,1023,282
108,South Asia,India,"Jabalpur (city, not district)",19,45,5413,1506
108,South Asia,India,"Jabalpur (city, not district)",46,60,1875,601
108,South Asia,India,"Jabalpur (city, not district)",61,100,968,276
120,Europe,Russia,St. Petersburg,0,100,988,91
120,Europe,Russia,St. Petersburg,18,34,387,43
120,Europe,Russia,St. Petersburg,35,49,341,25
120,Europe,Russia,St. Petersburg,50,64,199,21
120,Europe,Russia,St. Petersburg,65,100,61,2
121,East Asia,China,Wuhan,0,100,11353,377
121,East Asia,China,Wuhan,1,9,978,18
121,East Asia,China,Wuhan,10,19,1023,20
121,East Asia,China,Wuhan,20,39,3348,103
121,East Asia,China,Wuhan,40,59,4017,154
121,East Asia,China,Wuhan,60,100,1987,82
122,South Asia,India,"Indore (city, not district)",0,100,7103,548
122,South Asia,India,"Indore (city, not district)",0,17,2435,177
122,South Asia,India,"Indore (city, not district)",18,44,3098,221
122,South Asia,India,"Indore (city, not district)",45,60,1106,111
122,South Asia,India,"Indore (city, not district)",61,100,464,39
123,East Asia,China,Hubei province (excluding Wuhan #1),0,100,10632,48
123,East Asia,China,Hubei province (excluding Wuhan #1),1,9,1117,4
123,East Asia,China,Hubei province (excluding Wuhan #1),10,19,1145,8
123,East Asia,China,Hubei province (excluding Wuhan #1),20,39,2611,12
123,East Asia,China,Hubei province (excluding Wuhan #1),40,59,3529,17
123,East Asia,China,Hubei province (excluding Wuhan #1),60,100,2230,7
124,East Asia,China,"Provinces: Beijing, Shanghai, Guangdong, Jiangsu, Sichuan, Liaoning",0,100,12872,2
124,East Asia,China,"Provinces: Beijing, Shanghai, Guangdong, Jiangsu, Sichuan, Liaoning",1,9,1169,0
124,East Asia,China,"Provinces: Beijing, Shanghai, Guangdong, Jiangsu, Sichuan, Liaoning",10,19,1220,0
124,East Asia,China,"Provinces: Beijing, Shanghai, Guangdong, Jiangsu, Sichuan, Liaoning",20,39,3742,0
124,East Asia,China,"Provinces: Beijing, Shanghai, Guangdong, Jiangsu, Sichuan, Liaoning",40,59,4001,2
124,East Asia,China,"Provinces: Beijing, Shanghai, Guangdong, Jiangsu, Sichuan, Liaoning",60,100,2740,0
125,Middle East,Pakistan,Karachi,0,100,461,156
125,Middle East,Pakistan,Karachi,0,20,19,10
125,Middle East,Pakistan,Karachi,21,40,296,95
125,Middle East,Pakistan,Karachi,41,60,128,43
125,Middle East,Pakistan,Karachi,61,100,18,8
126,Middle East,Pakistan,Lahore,0,100,4738,2258
126,Middle East,Pakistan,Lahore,0,20,490,216
126,Middle East,Pakistan,Lahore,21,40,2857,1336
126,Middle East,Pakistan,Lahore,41,60,1147,592
126,Middle East,Pakistan,Lahore,61,100,244,114
128,Africa,Democratic Republic of Congo,Kinshasa,0,100,1080,167
128,Africa,Democratic Republic of Congo,Kinshasa,0,17,281,39
128,Africa,Democratic Republic of Congo,Kinshasa,18,39,428,53
128,Africa,Democratic Republic of Congo,Kinshasa,40,100,371,75
129,Africa,Libya,Benghazi,0,100,600,0
140,South Asia ,India,"Mumbai (3 wards, age-specific)",0,100,6904,2635
140,South Asia ,India,"Mumbai (3 wards, age-specific)",12,24,878,404
140,South Asia ,India,"Mumbai (3 wards, age-specific)",25,39,2213,826
140,South Asia ,India,"Mumbai (3 wards, age-specific)",40,60,3044,1156
140,South Asia ,India,"Mumbai (3 wards, age-specific)",61,100,769,249
144,Europe,Poland,Katowice region (Gliwice + Katowice + Sosnowiec),0,100,1154,133
144,Europe,Poland,Katowice region (Gliwice + Katowice + Sosnowiec),0,6,34,1
144,Europe,Poland,Katowice region (Gliwice + Katowice + Sosnowiec),7,14,59,7
144,Europe,Poland,Katowice region (Gliwice + Katowice + Sosnowiec),15,18,33,9
144,Europe,Poland,Katowice region (Gliwice + Katowice + Sosnowiec),19,25,63,11
144,Europe,Poland,Katowice region (Gliwice + Katowice + Sosnowiec),26,35,155,23
144,Europe,Poland,Katowice region (Gliwice + Katowice + Sosnowiec),36,65,603,72
144,Europe,Poland,Katowice region (Gliwice + Katowice + Sosnowiec),66,75,165,9
144,Europe,Poland,Katowice region (Gliwice + Katowice + Sosnowiec),76,100,51,1
148,Latin America,Colombia,Cordoba: 8 cities,0,100,2447,998
148,Latin America,Colombia,Cordoba: 8 cities,10,14,45,25
148,Latin America,Colombia,Cordoba: 8 cities,15,19,100,47
148,Latin America,Colombia,Cordoba: 8 cities,20,29,424,174
148,Latin America,Colombia,Cordoba: 8 cities,30,39,523,205
148,Latin America,Colombia,Cordoba: 8 cities,40,49,463,202
148,Latin America,Colombia,Cordoba: 8 cities,50,59,428,152
148,Latin America,Colombia,Cordoba: 8 cities,60,69,297,131
148,Latin America,Colombia,Cordoba: 8 cities,70,100,164,60
151,Latin America,Argentina,"AMBA (Metropolitan Area of ​​Buenos Aires), 30 barrios",0,100,8527,1117.037
156,Middle East,Jordan,National Study,0,100,5044,1723
156,Middle East,Jordan,National Study,0,4,110,32
156,Middle East,Jordan,National Study,5,9,332,126
156,Middle East,Jordan,National Study,10,14,493,179
156,Middle East,Jordan,National Study,15,19,551,201
156,Middle East,Jordan,National Study,20,29,901,283
156,Middle East,Jordan,National Study,30,59,2126,740
156,Middle East,Jordan,National Study,60,64,233,91
156,Middle East,Jordan,National Study,65,100,237,71
192,Europe,Hungary,National Study,0,100,10474,70
192,Europe,Hungary,National Study,14,39,3353,18
192,Europe,Hungary,National Study,40,64,4735,33
192,Europe,Hungary,National Study,65,100,2386,19
201,South Asia,India,Tamil Nadu (iFlash districts),0,100,12419,4268
202,South Asia,India,Tamil Nadu (Vitros districts),0,100,10103,2586
203,South Asia ,India,Malegaon (city population),0,100,336,135
203,South Asia ,India,Malegaon (city population),15,25,64,27
203,South Asia ,India,Malegaon (city population),26,35,107,35
203,South Asia ,India,Malegaon (city population),36,45,84,37
203,South Asia ,India,Malegaon (city population),46,60,69,31
203,South Asia ,India,Malegaon (city population),61,100,12,5
206,South Asia ,India,Hyderabad,0,100,9363,5076
206,South Asia ,India,Hyderabad,10,19,1542,842
206,South Asia ,India,Hyderabad,20,29,2017,1063
206,South Asia ,India,Hyderabad,30,39,2012,1141
206,South Asia ,India,Hyderabad,40,49,1575,847
206,South Asia ,India,Hyderabad,50,59,1132,642
206,South Asia ,India,Hyderabad,60,69,736,375
206,South Asia ,India,Hyderabad,70,100,349,166
209,Latin America,Brazil,Cuiaba,0,100,782,137
209,Latin America,Brazil,Cuiaba,18,29,130.594,22
209,Latin America,Brazil,Cuiaba,30,49,330.786,54
209,Latin America,Brazil,Cuiaba,50,59,142.324,35
209,Latin America,Brazil,Cuiaba,60,100,178.296,26
216,Latin America,Brazil,Varzea Grande,0,100,611.452,150
216,Latin America,Brazil,Varzea Grande,18,29,76.5,20
216,Latin America,Brazil,Varzea Grande,30,49,262,81
216,Latin America,Brazil,Varzea Grande,50,59,121.176,32
216,Latin America,Brazil,Varzea Grande,60,100,151.776,17
218,Latin America,Brazil,Pitangueiras,0,100,275,17
219,Latin America,Chile,"Coquimbo-La Serena, Greater Santiago, Talca ",0,100,2493,242
219,Latin America,Chile,"Coquimbo-La Serena, Greater Santiago, Talca ",7,14,176,21
219,Latin America,Chile,"Coquimbo-La Serena, Greater Santiago, Talca ",15,24,360,38
219,Latin America,Chile,"Coquimbo-La Serena, Greater Santiago, Talca ",25,39,649,62
219,Latin America,Chile,"Coquimbo-La Serena, Greater Santiago, Talca ",40,59,813,93
219,Latin America,Chile,"Coquimbo-La Serena, Greater Santiago, Talca ",60,100,493,28
220,Latin America,Brazil,Mato Grosso (8 cities),0,100,2812,299
220,Latin America,Brazil,Mato Grosso (8 cities),18,29,525,58
220,Latin America,Brazil,Mato Grosso (8 cities),30,49,1134.97,146
220,Latin America,Brazil,Mato Grosso (8 cities),50,59,509.696,41
220,Latin America,Brazil,Mato Grosso (8 cities),60,100,642.922,54
221,Latin America,Paraguay,Asuncion + Central Dept.,0,100,1699,454
221,Latin America,Paraguay,Asuncion + Central Dept.,0,19,603,149
221,Latin America,Paraguay,Asuncion + Central Dept.,20,29,293,87
221,Latin America,Paraguay,Asuncion + Central Dept.,30,39,267,82
221,Latin America,Paraguay,Asuncion + Central Dept.,40,49,208,54
221,Latin America,Paraguay,Asuncion + Central Dept.,50,59,151,38
221,Latin America,Paraguay,Asuncion + Central Dept.,60,100,177,44
222,Latin America,Brazil,Distrito Federal (9 administrative regions),0,100,1077,183
223,Latin America,Brazil,Rio Grande do Sul (9 cities),0,100,4445,443
229,Middle East,Yemen,Aden governorate (4 districts),0,100,2001,549
229,Middle East,Yemen,Aden governorate (4 districts),0,4,13,3
229,Middle East,Yemen,Aden governorate (4 districts),5,14,252,61
229,Middle East,Yemen,Aden governorate (4 districts),15,29,624,176
229,Middle East,Yemen,Aden governorate (4 districts),30,44,553,155
229,Middle East,Yemen,Aden governorate (4 districts),45,64,448,126
229,Middle East,Yemen,Aden governorate (4 districts),65,100,111,28
231,Africa,Senegal,National Study,0,100,1446,393
231,Africa,Senegal,National Study,0,5,283,45
231,Africa,Senegal,National Study,6,15,179,44
231,Africa,Senegal,National Study,16,30,337,124
231,Africa,Senegal,National Study,31,45,297,81
231,Africa,Senegal,National Study,46,60,233,70
231,Africa,Senegal,National Study,61,100,117,29
232,South Asia,Pakistan,Islamabad district,0,100,6333,1033
